Observation,Data_Marking,Observation_Type_Value,Dimension_Hierarchy_1,Dimension_Name_1,Dimension_Value_1,Dimension_Hierarchy_2,Dimension_Name_2,Dimension_Value_2,Dimension_Hierarchy_3,Dimension_Name_3,Dimension_Value_3,Dimension_Hierarchy_4,Dimension_Name_4,Dimension_Value_4
346,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
132026,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
101145,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
30881,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
40844,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
23830,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a household
17014,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
45720,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
34724,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a household
10996,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
37724,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
35095,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a household
2629,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
7738,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
7496,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,Age 50 and over,,Residence Type,Lives in a household
242,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Males,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
14322,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
11302,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
3020,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
4305,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
2784,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,Age 16 to 24,,Residence Type,Lives in a household
1521,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
5884,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
4701,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,Age 25 to 34,,Residence Type,Lives in a household
1183,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
3381,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
3169,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,Age 35 to 49,,Residence Type,Lives in a household
212,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
752,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
648,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,Age 50 and over,,Residence Type,Lives in a household
104,,,2011STATH,Geographic_Hierarchy,E92000001,,Sex,Females,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
6875,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
5730,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
1145,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
2650,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
2004,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,Lives in a household
646,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
2244,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
1808,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,Lives in a household
436,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
1575,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
1524,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,Lives in a household
51,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
406,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
394,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,Lives in a household
12,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
6366,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
5290,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
1076,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
2425,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
1809,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a household
616,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
2064,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
1665,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a household
399,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
1495,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
1445,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a household
50,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
382,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
371,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,Age 50 and over,,Residence Type,Lives in a household
11,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Males,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
509,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
440,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
69,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
225,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
195,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,Age 16 to 24,,Residence Type,Lives in a household
30,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
180,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
143,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,Age 25 to 34,,Residence Type,Lives in a household
37,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
80,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
79,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,Age 35 to 49,,Residence Type,Lives in a household
1,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
24,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
23,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,Age 50 and over,,Residence Type,Lives in a household
1,,,2011STATH,Geographic_Hierarchy,W92000004,,Sex,Females,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
5675,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
5327,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
348,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
2227,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
2009,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,Lives in a household
218,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
1907,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
1806,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,Lives in a household
101,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
1315,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
1289,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,Lives in a household
26,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
226,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
223,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,Lives in a household
3,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
5123,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
4816,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
307,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
1992,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
1810,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a household
182,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
1696,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
1599,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a household
97,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
1234,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
1208,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a household
26,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
201,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
199,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,Age 50 and over,,Residence Type,Lives in a household
2,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Males,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
552,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
511,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
41,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
235,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
199,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,Age 16 to 24,,Residence Type,Lives in a household
36,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
211,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
207,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,Age 25 to 34,,Residence Type,Lives in a household
4,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
81,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
81,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,Age 35 to 49,,Residence Type,Lives in a household
0,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
25,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
24,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,Age 50 and over,,Residence Type,Lives in a household
1,,,2011STATH,Geographic_Hierarchy,E12000001,,Sex,Females,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
8918,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
8703,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
215,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
4175,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
4028,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,Lives in a household
147,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
2737,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
2690,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,Lives in a household
47,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
1581,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
1571,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,Lives in a household
10,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
425,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
414,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,Lives in a household
11,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
8144,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
7985,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
159,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
3762,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
3661,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a household
101,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
2515,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
2473,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a household
